GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G1900970","1990","IA",,,,,,,,"99","Jackson","097",,,"4","9999",,,,"9999","2","Iowa","19",,"0001647628","0000035386","Jackson County","A","+42164952","-090576042","06",41500
"G1900990","1990","IA",,,,,,,,"99","Jasper","099",,,"4","9999",,,,"9999","2","Iowa","19",,"0001890791","0000007610","Jasper County","A","+41685998","-093052619","06",45200
"G1901010","1990","IA",,,,,,,,"99","Jefferson","101",,,"4","9999",,,,"9999","2","Iowa","19",,"0001127646","0000003563","Jefferson County","A","+41033282","-091948011","06",46800
"G1901030","1990","IA",,,,,,,,"99","Johnson","103",,,"4","3500",,,,"9999","2","Iowa","19",,"0001591651","0000022972","Johnson County","A","+41665667","-091589563","06",76200
"G1901050","1990","IA",,,,,,,,"99","Jones","105",,,"4","9999",,,,"9999","2","Iowa","19",,"0001490167","0000003585","Jones County","A","+42120175","-091131197","06",41400
"G1901070","1990","IA",,,,,,,,"99","Keokuk","107",,,"4","9999",,,,"9999","2","Iowa","19",,"0001500224","0000001943","Keokuk County","A","+41336959","-092180601","06",23900
"G1901090","1990","IA",,,,,,,,"99","Kossuth","109",,,"4","9999",,,,"9999","2","Iowa","19",,"0002520257","0000003586","Kossuth County","A","+43204989","-094196696","06",33900
"G1901110","1990","IA",,,,,,,,"99","Lee","111",,,"4","9999",,,,"9999","2","Iowa","19",,"0001340114","0000055381","Lee County","A","+40644531","-091478060","06",35600
"G1901130","1990","IA",,,,,,,,"99","Linn","113",,,"4","1360",,,,"9999","2","Iowa","19",,"0001858359","0000018401","Linn County","A","+42079317","-091594893","06",58100
"G1901150","1990","IA",,,,,,,,"99","Louisa","115",,,"4","9999",,,,"9999","2","Iowa","19",,"0001041026","0000040751","Louisa County","A","+41217415","-091261528","06",39100
"G1901170","1990","IA",,,,,,,,"99","Lucas","117",,,"4","9999",,,,"9999","2","Iowa","19",,"0001115238","0000009372","Lucas County","A","+41027345","-093326667","06",30100
"G1901190","1990","IA",,,,,,,,"99","Lyon","119",,,"4","9999",,,,"9999","2","Iowa","19",,"0001521757","0000000347","Lyon County","A","+43373076","-096209069","06",31700
"G1901210","1990","IA",,,,,,,,"99","Madison","121",,,"4","9999",,,,"9999","2","Iowa","19",,"0001453427","0000003005","Madison County","A","+41330604","-094014932","06",42300
"G1901230","1990","IA",,,,,,,,"99","Mahaska","123",,,"4","9999",,,,"9999","2","Iowa","19",,"0001478752","0000006478","Mahaska County","A","+41333869","-092644966","06",36700
"G1901250","1990","IA",,,,,,,,"99","Marion","125",,,"4","9999",,,,"9999","2","Iowa","19",,"0001435531","0000042271","Marion County","A","+41334627","-093101356","06",48800
"G1901270","1990","IA",,,,,,,,"99","Marshall","127",,,"4","9999",,,,"9999","2","Iowa","19",,"0001482433","0000001811","Marshall County","A","+42033473","-093001746","06",41600
"G1901290","1990","IA",,,,,,,,"99","Mills","129",,,"4","9999",,,,"9999","2","Iowa","19",,"0001130705","0000008116","Mills County","A","+41033605","-095618292","06",46900
"G1901310","1990","IA",,,,,,,,"99","Mitchell","131",,,"4","9999",,,,"9999","2","Iowa","19",,"0001214585","0000001225","Mitchell County","A","+43358923","-092786385","06",35000
"G1901330","1990","IA",,,,,,,,"99","Monona","133",,,"4","9999",,,,"9999","2","Iowa","19",,"0001795280","0000014846","Monona County","A","+42050438","-095953364","06",28300
"G1901350","1990","IA",,,,,,,,"99","Monroe","135",,,"4","9999",,,,"9999","2","Iowa","19",,"0001122611","0000001812","Monroe County","A","+41028619","-092869761","06",26900
"G1901370","1990","IA",,,,,,,,"99","Montgomery","137",,,"4","9999",,,,"9999","2","Iowa","19",,"0001097914","0000002411","Montgomery County","A","+41031473","-095156377","06",35000
"G1901390","1990","IA",,,,,,,,"99","Muscatine","139",,,"4","9999",,,,"9999","2","Iowa","19",,"0001136210","0000026939","Muscatine County","A","+41487343","-091113265","06",50400
"G1901410","1990","IA",,,,,,,,"99","O Brien","141",,,"4","9999",,,,"9999","2","Iowa","19",,"0001484414","0000000444","O'Brien County","A","+43084046","-095625507","06",32500
"G1901430","1990","IA",,,,,,,,"99","Osceola","143",,,"4","9999",,,,"9999","2","Iowa","19",,"0001032887","0000001870","Osceola County","A","+43377347","-095619348","06",27000
"G1901450","1990","IA",,,,,,,,"99","Page","145",,,"4","9999",,,,"9999","2","Iowa","19",,"0001385285","0000001358","Page County","A","+40738139","-095149618","06",34300
"G1901470","1990","IA",,,,,,,,"99","Palo Alto","147",,,"4","9999",,,,"9999","2","Iowa","19",,"0001460440","0000014428","Palo Alto County","A","+43090980","-094679762","06",28900
"G1901490","1990","IA",,,,,,,,"99","Plymouth","149",,,"4","9999",,,,"9999","2","Iowa","19",,"0002236805","0000000997","Plymouth County","A","+42736720","-096216082","06",48100
"G1901510","1990","IA",,,,,,,,"99","Pocahontas","151",,,"4","9999",,,,"9999","2","Iowa","19",,"0001496356","0000003691","Pocahontas County","A","+42733449","-094678171","06",26800
"G1901530","1990","IA",,,,,,,,"99","Polk","153",,,"4","2120",,,,"9999","2","Iowa","19",,"0001474960","0000058163","Polk County","A","+41680800","-093568953","06",59200
"G1901550","1990","IA",,,,,,,,"99","Pottawattamie","155",,,"4","5920",,,,"9999","2","Iowa","19",,"0002471710","0000014704","Pottawattamie County","A","+41339650","-095545890","06",46300
"G1901570","1990","IA",,,,,,,,"99","Poweshiek","157",,,"4","9999",,,,"9999","2","Iowa","19",,"0001515351","0000002967","Poweshiek County","A","+41694480","-092531890","06",46600
"G1901590","1990","IA",,,,,,,,"99","Ringgold","159",,,"4","9999",,,,"9999","2","Iowa","19",,"0001392666","0000003235","Ringgold County","A","+40735000","-094244289","06",21800
"G1901610","1990","IA",,,,,,,,"99","Sac","161",,,"4","9999",,,,"9999","2","Iowa","19",,"0001491417","0000006697","Sac County","A","+42386706","-095103827","06",27500
"G1901630","1990","IA",,,,,,,,"99","Scott","163",,,"4","1960",,,,"9999","2","Iowa","19",,"0001185996","0000026650","Scott County","A","+41641600","-090622189","06",53500
"G1901650","1990","IA",,,,,,,,"99","Shelby","165",,,"4","9999",,,,"9999","2","Iowa","19",,"0001530473","0000001258","Shelby County","A","+41679068","-095308893","06",35800
"G1901670","1990","IA",,,,,,,,"99","Sioux","167",,,"4","9999",,,,"9999","2","Iowa","19",,"0001988986","0000001811","Sioux County","A","+43082979","-096177420","06",45000
"G1901690","1990","IA",,,,,,,,"99","Story","169",,,"4","9999",,,,"9999","2","Iowa","19",,"0001483779","0000002169","Story County","A","+42036923","-093466437","06",63200
"G1901710","1990","IA",,,,,,,,"99","Tama","171",,,"4","9999",,,,"9999","2","Iowa","19",,"0001868308","0000002772","Tama County","A","+42081370","-092532090","06",32400
"G1901730","1990","IA",,,,,,,,"99","Taylor","173",,,"4","9999",,,,"9999","2","Iowa","19",,"0001383005","0000002260","Taylor County","A","+40733980","-094692003","06",23500
"G1901750","1990","IA",,,,,,,,"99","Union","175",,,"4","9999",,,,"9999","2","Iowa","19",,"0001099226","0000004058","Union County","A","+41027669","-094242081","06",33100
"G1901770","1990","IA",,,,,,,,"99","Van Buren","177",,,"4","9999",,,,"9999","2","Iowa","19",,"0001256803","0000013818","Van Buren County","A","+40754570","-091953155","06",21500
"G1901790","1990","IA",,,,,,,,"99","Wapello","179",,,"4","9999",,,,"9999","2","Iowa","19",,"0001118480","0000010806","Wapello County","A","+41029909","-092409287","06",26600
"G1901810","1990","IA",,,,,,,,"99","Warren","181",,,"4","2120",,,,"9999","2","Iowa","19",,"0001480652","0000004047","Warren County","A","+41333408","-093560432","06",59400
"G1901830","1990","IA",,,,,,,,"99","Washington","183",,,"4","9999",,,,"9999","2","Iowa","19",,"0001473258","0000005137","Washington County","A","+41337091","-091716737","06",42800
"G1901850","1990","IA",,,,,,,,"99","Wayne","185",,,"4","9999",,,,"9999","2","Iowa","19",,"0001361412","0000003824","Wayne County","A","+40738437","-093326465","06",20000
"G1901870","1990","IA",,,,,,,,"99","Webster","187",,,"4","9999",,,,"9999","2","Iowa","19",,"0001852559","0000007310","Webster County","A","+42434148","-094178790","06",37200
"G1901890","1990","IA",,,,,,,,"99","Winnebago","189",,,"4","9999",,,,"9999","2","Iowa","19",,"0001037251","0000002862","Winnebago County","A","+43378350","-093725049","06",39200
"G1901910","1990","IA",,,,,,,,"99","Winneshiek","191",,,"4","9999",,,,"9999","2","Iowa","19",,"0001786219","0000000699","Winneshiek County","A","+43290968","-091843213","06",50700
"G1901930","1990","IA",,,,,,,,"99","Woodbury","193",,,"4","7720",,,,"9999","2","Iowa","19",,"0002260177","0000012376","Woodbury County","A","+42388101","-096036639","06",40600
"G1901950","1990","IA",,,,,,,,"99","Worth","195",,,"4","9999",,,,"9999","2","Iowa","19",,"0001036040","0000004444","Worth County","A","+43376176","-093265570","06",33400
"G1901970","1990","IA",,,,,,,,"99","Wright","197",,,"4","9999",,,,"9999","2","Iowa","19",,"0001504172","0000004705","Wright County","A","+42732980","-093734605","06",33600
"G2000010","1990","KS",,,,,,,,"99","Allen","001",,,"4","9999",,,,"9999","2","Kansas","20",,"0001302932","0000005633","Allen County","A","+37888433","-095300019","06",27500
"G2000030","1990","KS",,,,,,,,"99","Anderson","003",,,"4","9999",,,,"9999","2","Kansas","20",,"0001509908","0000003561","Anderson County","A","+38215679","-095292028","06",27600
"G2000050","1990","KS",,,,,,,,"99","Atchison","005",,,"4","9999",,,,"9999","2","Kansas","20",,"0001119807","0000007004","Atchison County","A","+39530584","-095314265","06",32500
"G2000070","1990","KS",,,,,,,,"99","Barber","007",,,"4","9999",,,,"9999","2","Kansas","20",,"0002937501","0000005435","Barber County","A","+37224394","-098684494","06",27900
"G2000090","1990","KS",,,,,,,,"99","Barton","009",,,"4","9999",,,,"9999","2","Kansas","20",,"0002315573","0000016724","Barton County","A","+38479997","-098755422","06",37800
"G2000110","1990","KS",,,,,,,,"99","Bourbon","011",,,"4","9999",,,,"9999","2","Kansas","20",,"0001650194","0000004496","Bourbon County","A","+37856089","-094850608","06",30300
"G2000130","1990","KS",,,,,,,,"99","Brown","013",,,"4","9999",,,,"9999","2","Kansas","20",,"0001478125","0000003940","Brown County","A","+39822919","-095562123","06",28400
"G2000150","1990","KS",,,,,,,,"99","Butler","015",,,"4","9040",,,,"9999","2","Kansas","20",,"0003698917","0000047485","Butler County","A","+37773619","-096833952","06",50900
"G2000170","1990","KS",,,,,,,,"99","Chase","017",,,"4","9999",,,,"9999","2","Kansas","20",,"0002009683","0000005497","Chase County","A","+38301526","-096593025","06",22600
"G2000190","1990","KS",,,,,,,,"99","Chautauqua","019",,,"4","9999",,,,"9999","2","Kansas","20",,"0001662083","0000008137","Chautauqua County","A","+37154658","-096245394","06",18800
"G2000210","1990","KS",,,,,,,,"99","Cherokee","021",,,"4","9999",,,,"9999","2","Kansas","20",,"0001520771","0000009970","Cherokee County","A","+37169417","-094845511","06",26500
"G2000230","1990","KS",,,,,,,,"99","Cheyenne","023",,,"4","9999",,,,"9999","2","Kansas","20",,"0002641646","0000002462","Cheyenne County","A","+39780842","-101729512","06",32800
"G2000250","1990","KS",,,,,,,,"99","Clark","025",,,"4","9999",,,,"9999","2","Kansas","20",,"0002524601","0000006529","Clark County","A","+37235596","-099817804","06",29000
"G2000270","1990","KS",,,,,,,,"99","Clay","027",,,"4","9999",,,,"9999","2","Kansas","20",,"0001667641","0000030010","Clay County","A","+39351049","-097164368","06",32600
"G2000290","1990","KS",,,,,,,,"99","Cloud","029",,,"4","9999",,,,"9999","2","Kansas","20",,"0001853583","0000007351","Cloud County","A","+39482838","-097655909","06",25800
"G2000310","1990","KS",,,,,,,,"99","Coffey","031",,,"4","9999",,,,"9999","2","Kansas","20",,"0001632381","0000063105","Coffey County","A","+38237467","-095734573","06",34700
"G2000330","1990","KS",,,,,,,,"99","Comanche","033",,,"4","9999",,,,"9999","2","Kansas","20",,"0002041855","0000003595","Comanche County","A","+37186195","-099281595","06",24400
"G2000350","1990","KS",,,,,,,,"99","Cowley","035",,,"4","9999",,,,"9999","2","Kansas","20",,"0002917232","0000016395","Cowley County","A","+37230648","-096836897","06",37300
"G2000370","1990","KS",,,,,,,,"99","Crawford","037",,,"4","9999",,,,"9999","2","Kansas","20",,"0001535816","0000005514","Crawford County","A","+37507735","-094851121","06",30600
"G2000390","1990","KS",,,,,,,,"99","Decatur","039",,,"4","9999",,,,"9999","2","Kansas","20",,"0002314410","0000001642","Decatur County","A","+39784953","-100460052","06",27500
"G2000410","1990","KS",,,,,,,,"99","Dickinson","041",,,"4","9999",,,,"9999","2","Kansas","20",,"0002197463","0000010922","Dickinson County","A","+38864092","-097157586","06",35400
"G2000430","1990","KS",,,,,,,,"99","Doniphan","043",,,"4","9999",,,,"9999","2","Kansas","20",,"0001015813","0000012665","Doniphan County","A","+39788908","-095147708","06",29400
"G2000450","1990","KS",,,,,,,,"99","Douglas","045",,,"4","4150",,,,"9999","2","Kansas","20",,"0001183540","0000045422","Douglas County","A","+38884404","-095286933","06",67000
"G2000470","1990","KS",,,,,,,,"99","Edwards","047",,,"4","9999",,,,"9999","2","Kansas","20",,"0001611113","0000000209","Edwards County","A","+37883476","-099304068","06",25000
"G2000490","1990","KS",,,,,,,,"99","Elk","049",,,"4","9999",,,,"9999","2","Kansas","20",,"0001677947","0000006607","Elk County","A","+37456649","-096244716","06",15000
"G2000510","1990","KS",,,,,,,,"99","Ellis","051",,,"4","9999",,,,"9999","2","Kansas","20",,"0002331045","0000001299","Ellis County","A","+38916464","-099314761","06",50200
"G2000530","1990","KS",,,,,,,,"99","Ellsworth","053",,,"4","9999",,,,"9999","2","Kansas","20",,"0001854269","0000019522","Ellsworth County","A","+38695772","-098204928","06",28200
"G2000550","1990","KS",,,,,,,,"99","Finney","055",,,"4","9999",,,,"9999","2","Kansas","20",,"0003367402","0000006553","Finney County","A","+38046735","-100746062","06",51000
"G2000570","1990","KS",,,,,,,,"99","Ford","057",,,"4","9999",,,,"9999","2","Kansas","20",,"0002845278","0000002041","Ford County","A","+37691991","-099883228","06",49100
"G2000590","1990","KS",,,,,,,,"99","Franklin","059",,,"4","9999",,,,"9999","2","Kansas","20",,"0001486407","0000007240","Franklin County","A","+38567251","-095287808","06",37000
"G2000610","1990","KS",,,,,,,,"99","Geary","061",,,"4","9999",,,,"9999","2","Kansas","20",,"0000995269","0000050964","Geary County","A","+38996321","-096749488","06",55200
"G2000630","1990","KS",,,,,,,,"99","Gove","063",,,"4","9999",,,,"9999","2","Kansas","20",,"0002775093","0000000233","Gove County","A","+38921015","-100491052","06",29500
"G2000650","1990","KS",,,,,,,,"99","Graham","065",,,"4","9999",,,,"9999","2","Kansas","20",,"0002326680","0000000994","Graham County","A","+39348969","-099880425","06",25700
"G2000670","1990","KS",,,,,,,,"99","Grant","067",,,"4","9999",,,,"9999","2","Kansas","20",,"0001489027","0000000474","Grant County","A","+37563003","-101309300","06",52600
"G2000690","1990","KS",,,,,,,,"99","Gray","069",,,"4","9999",,,,"9999","2","Kansas","20",,"0002250578","0000001139","Gray County","A","+37744603","-100424208","06",44300
"G2000710","1990","KS",,,,,,,,"99","Greeley","071",,,"4","9999",,,,"9999","2","Kansas","20",,"0002015159","0000000000","Greeley County","A","+38472798","-101804358","06",39800
"G2000730","1990","KS",,,,,,,,"99","Greenwood","073",,,"4","9999",,,,"9999","2","Kansas","20",,"0002952130","0000033264","Greenwood County","A","+37878126","-096228051","06",21200
"G2000750","1990","KS",,,,,,,,"99","Hamilton","075",,,"4","9999",,,,"9999","2","Kansas","20",,"0002581025","0000002926","Hamilton County","A","+37993050","-101793222","06",38700
"G2000770","1990","KS",,,,,,,,"99","Harper","077",,,"4","9999",,,,"9999","2","Kansas","20",,"0002075848","0000003918","Harper County","A","+37197700","-098078004","06",33200
"G2000790","1990","KS",,,,,,,,"99","Harvey","079",,,"4","9040",,,,"9999","2","Kansas","20",,"0001397119","0000002879","Harvey County","A","+38044455","-097424917","06",47300
"G2000810","1990","KS",,,,,,,,"99","Haskell","081",,,"4","9999",,,,"9999","2","Kansas","20",,"0001495444","0000000934","Haskell County","A","+37562776","-100872917","06",45600
"G2000830","1990","KS",,,,,,,,"99","Hodgeman","083",,,"4","9999",,,,"9999","2","Kansas","20",,"0002227341","0000000823","Hodgeman County","A","+38087507","-099898096","06",26200
"G2000850","1990","KS",,,,,,,,"99","Jackson","085",,,"4","9999",,,,"9999","2","Kansas","20",,"0001701247","0000002704","Jackson County","A","+39420659","-095797903","06",35200
"G2000870","1990","KS",,,,,,,,"99","Jefferson","087",,,"4","9999",,,,"9999","2","Kansas","20",,"0001388639","0000053948","Jefferson County","A","+39228657","-095381731","06",47600
"G2000890","1990","KS",,,,,,,,"99","Jewell","089",,,"4","9999",,,,"9999","2","Kansas","20",,"0002354865","0000013713","Jewell County","A","+39785619","-098218036","06",13100
"G2000910","1990","KS",,,,,,,,"99","Johnson","091",,,"4","3760",,,,"9999","2","Kansas","20",,"0001234856","0000008800","Johnson County","A","+38884350","-094822151","06",90400
"G2000930","1990","KS",,,,,,,,"99","Kearny","093",,,"4","9999",,,,"9999","2","Kansas","20",,"0002253421","0000003948","Kearny County","A","+37995167","-101312731","06",47100
"G2000950","1990","KS",,,,,,,,"99","Kingman","095",,,"4","9999",,,,"9999","2","Kansas","20",,"0002237037","0000007845","Kingman County","A","+37560478","-098135217","06",33000
"G2000970","1990","KS",,,,,,,,"99","Kiowa","097",,,"4","9999",,,,"9999","2","Kansas","20",,"0001871115","0000000596","Kiowa County","A","+37558737","-099286898","06",32500
"G2000990","1990","KS",,,,,,,,"99","Labette","099",,,"4","9999",,,,"9999","2","Kansas","20",,"0001680669","0000011529","Labette County","A","+37191476","-095297611","06",28400
"G2001010","1990","KS",,,,,,,,"99","Lane","101",,,"4","9999",,,,"9999","2","Kansas","20",,"0001857710","0000000551","Lane County","A","+38481478","-100465793","06",31900
"G2001030","1990","KS",,,,,,,,"99","Leavenworth","103",,,"4","3760",,,,"9999","2","Kansas","20",,"0001199966","0000013098","Leavenworth County","A","+39202416","-095038054","06",64400
"G2001050","1990","KS",,,,,,,,"99","Lincoln","105",,,"4","9999",,,,"9999","2","Kansas","20",,"0001861951","0000002773","Lincoln County","A","+39043990","-098211032","06",16900
"G2001070","1990","KS",,,,,,,,"99","Linn","107",,,"4","9999",,,,"9999","2","Kansas","20",,"0001550805","0000019641","Linn County","A","+38207123","-094840875","06",25900
"G2001090","1990","KS",,,,,,,,"99","Logan","109",,,"4","9999",,,,"9999","2","Kansas","20",,"0002779242","0000000274","Logan County","A","+38916481","-101146684","06",29800
"G2001110","1990","KS",,,,,,,,"99","Lyon","111",,,"4","9999",,,,"9999","2","Kansas","20",,"0002204069","0000010921","Lyon County","A","+38461626","-096150180","06",44900
"G2001130","1990","KS",,,,,,,,"99","McPherson","113",,,"4","9999",,,,"9999","2","Kansas","20",,"0002330525","0000003822","McPherson County","A","+38387996","-097647545","06",47000
"G2001150","1990","KS",,,,,,,,"99","Marion","115",,,"4","9999",,,,"9999","2","Kansas","20",,"0002442786","0000027016","Marion County","A","+38361564","-097097694","06",31000
"G2001170","1990","KS",,,,,,,,"99","Marshall","117",,,"4","9999",,,,"9999","2","Kansas","20",,"0002337800","0000004622","Marshall County","A","+39778534","-096529168","06",25600
"G2001190","1990","KS",,,,,,,,"99","Meade","119",,,"4","9999",,,,"9999","2","Kansas","20",,"0002534258","0000003214","Meade County","A","+37240009","-100359257","06",35500
"G2001210","1990","KS",,,,,,,,"99","Miami","121",,,"4","3760",,,,"9999","2","Kansas","20",,"0001493802","0000034810","Miami County","A","+38564655","-094833526","06",48000
"G2001230","1990","KS",,,,,,,,"99","Mitchell","123",,,"4","9999",,,,"9999","2","Kansas","20",,"0001812778","0000048522","Mitchell County","A","+39393310","-098206530","06",29500
"G2001250","1990","KS",,,,,,,,"99","Montgomery","125",,,"4","9999",,,,"9999","2","Kansas","20",,"0001671224","0000016037","Montgomery County","A","+37189342","-095741752","06",28500
